Date,Temperature,Demand,Price,IBEX35
2013-10-11,15.9,691598.2029999999,54.65,9665.85
2013-10-12,15.2,592102.607,52.48,9665.85
2013-10-13,15.9,561846.1020000001,44.01,9665.85
2013-10-14,17.0,677759.1349999998,58.91,9658.15
2013-10-15,18.5,705886.2090000001,51.8,9752.25
2013-10-16,19.3,707209.7260000001,51.67,9807.35
2013-10-17,19.2,707410.55,59.12,9867.75
2013-10-18,19.4,706640.8230000002,47.94,9959.05
2013-10-19,18.8,633070.3269999998,39.72,9959.05
2013-10-20,18.0,575105.167,39.45,9959.05
2013-10-21,17.7,691738.5099999999,44.87,10014.95
2013-10-22,17.6,715656.2189999999,37.02,10023.9
2013-10-23,18.0,707450.2450000001,53.05,9878.7
2013-10-24,18.1,711503.8920000001,42.99,9861.7
2013-10-25,18.1,696463.4600000001,49.49,9829.9
2013-10-26,17.5,621465.2520000001,46.97,9829.9
2013-10-27,17.6,590601.0989999999,36.1,9829.9
2013-10-28,16.6,685511.2699999998,43.02,9769.5
2013-10-29,13.3,700486.714,44.89,9769.3
2013-10-30,11.9,700917.8500000002,48.42,9862.15
2013-10-31,12.0,692880.722,54.74,9824.6
2013-11-01,13.0,603540.6129999998,37.73,9872.8
2013-11-02,16.0,607441.104,39.67,9872.8
2013-11-03,14.6,574005.7360000001,40.51,9872.8
2013-11-04,13.9,699680.1180000001,21.79,9872.3
2013-11-05,17.6,711779.1729999998,36.52,9827.9
2013-11-06,17.3,712170.7770000001,49.98,9834.3
2013-11-07,15.6,714985.0979999999,48.13,9869.25
2013-11-08,14.2,707064.5870000002,40.07,9696.1
2013-11-09,12.3,628654.3610000001,37.97,9696.1
2013-11-10,14.0,582328.8670000001,31.48,9696.1
2013-11-11,14.6,693122.7320000001,39.99,9744.8
2013-11-12,14.4,708657.539,41.74,9754.1
2013-11-13,13.9,716267.0999999999,39.69,9678.0
2013-11-14,12.5,719024.815,38.39,9697.6
2013-11-15,8.8,727424.3129999998,37.92,9699.85
2013-11-16,6.8,675181.1959999999,45.11,9699.85
2013-11-17,8.0,629202.988,43.24,9699.85
2013-11-18,8.9,759199.4340000001,42.32,9747.15
2013-11-19,9.8,773495.826,40.39,9688.95
2013-11-20,7.1,783662.3999999999,52.9,9571.55
2013-11-21,7.2,796550.8829999997,45.19,9540.75
2013-11-22,7.3,791408.392,49.86,9644.9
2013-11-23,6.7,715389.3089999998,46.81,9644.9
2013-11-24,7.1,666655.654,38.52,9644.9
2013-11-25,7.3,800361.9359999999,47.87,9705.2
2013-11-26,6.0,826728.738,49.2,9701.5
2013-11-27,5.7,832539.3859999999,49.55,9767.3
2013-11-28,5.5,841017.6549999999,59.68,9853.55
2013-11-29,5.4,827541.5850000001,64.73,9873.95
2013-11-30,5.9,749072.9769999997,58.34,9873.95
2013-12-01,6.7,691115.0869999999,52.67,9873.95
2013-12-02,6.0,820661.1419999999,74.59,9784.15
2013-12-03,7.8,821993.0689999999,82.41,9674.45
2013-12-04,8.5,814330.9310000001,92.8,9575.35
2013-12-05,8.2,805321.1859999999,79.41,9483.85
2013-12-06,7.5,704727.8739999998,71.78,9325.5
2013-12-07,6.7,704304.938,91.27,9325.5
2013-12-08,6.0,680331.751,88.61,9325.5
2013-12-09,6.3,778259.2339999999,90.16,9444.45
2013-12-10,7.1,826938.2390000001,81.54,9487.3
2013-12-11,8.5,825698.046,79.59,9424.1
2013-12-12,8.3,819786.8159999999,98.96,9307.9
2013-12-13,8.1,814432.7309999999,94.75,9302.05
2013-12-14,9.0,722534.7009999999,82.05,9302.05
2013-12-15,8.3,671365.8969999999,69.87,9302.05
2013-12-16,8.2,797656.8350000002,83.34,9364.25
2013-12-17,8.8,809100.144,96.88,9384.35
2013-12-18,9.4,803384.2360000001,87.36,9402.5
2013-12-19,9.0,802017.7150000002,72.54,9600.05
2013-12-20,7.1,775473.3730000001,69.5,9672.65
2013-12-21,6.3,708412.091,84.42,9672.65
2013-12-22,7.9,664621.1060000001,77.66,9672.65
2013-12-23,8.3,729249.5719999999,41.57,9704.45
2013-12-24,9.7,675117.1459999998,7.57,9791.35
2013-12-25,8.7,576533.632,3.84,9791.35
2013-12-26,8.4,679088.3680000001,10.42,9791.35
2013-12-27,11.2,704759.1810000002,18.35,9863.2
2013-12-28,8.8,656652.4589999998,26.22,9863.2
2013-12-29,6.6,628021.8719999999,42.18,9863.2
2013-12-30,5.9,712358.8209999999,42.91,9907.3
2013-12-31,7.8,679097.6200000001,26.54,9902.5
2014-01-01,9.7,585187.707,9.8,9902.5
2014-01-02,12.0,715794.155,31.12,9855.2
2014-01-03,12.8,721981.1110000001,36.66,9776.3
2014-01-04,10.0,679475.4929999997,3.94,9776.3
2014-01-05,9.2,641269.383,4.79,9776.3
2014-01-06,10.9,604080.253,16.57,9847.55
2014-01-07,11.0,753530.758,35.73,10035.2
2014-01-08,11.1,780952.318,30.69,10199.6
2014-01-09,9.9,783659.2409999999,51.1,10284.65
2014-01-10,9.5,782076.197,57.17,10305.3
2014-01-11,9.4,707705.498,51.66,10305.3
2014-01-12,9.7,659561.8160000002,32.03,10305.3
2014-01-13,8.5,785574.689,40.56,10347.15
2014-01-14,9.3,801855.6720000003,33.28,10302.55
2014-01-15,10.0,798151.058,47.6,10449.1
2014-01-16,9.1,797720.0150000001,43.09,10497.05
2014-01-17,8.3,792593.8829999999,38.32,10447.65
2014-01-18,8.1,717442.4859999999,43.16,10447.65
2014-01-19,6.8,670802.9770000002,28.94,10447.65
2014-01-20,7.1,799958.4750000001,40.24,10444.7
2014-01-21,7.5,823668.6319999998,45.71,10427.35
2014-01-22,8.7,821130.5970000002,46.31,10341.0
2014-01-23,8.4,809113.5760000001,43.95,10283.35
2014-01-24,9.2,802959.1639999999,34.05,10038.15
2014-01-25,12.0,710079.8789999998,26.87,10038.15
2014-01-26,11.4,646078.494,16.81,10038.15
2014-01-27,9.4,773407.421,11.54,9820.8
2014-01-28,7.6,811722.1,10.29,9862.65
2014-01-29,7.3,809906.1460000001,29.52,9885.3
2014-01-30,6.7,810110.6309999999,29.33,9885.6
2014-01-31,9.1,803820.832,37.18,9877.5
2014-02-01,8.3,724514.7819999999,16.0,9877.5
2014-02-02,6.5,670585.039,28.88,9877.5
2014-02-03,5.8,815898.695,27.57,9846.3
2014-02-04,7.3,832074.601,16.71,9734.5
2014-02-05,10.1,816496.4770000001,14.71,9768.95
2014-02-06,11.8,798020.728,2.72,9895.45
2014-02-07,9.3,791549.8699999999,3.52,9998.7
2014-02-08,9.6,718889.1170000001,1.2,9998.7
2014-02-09,8.2,675911.06,0.17,9998.7
2014-02-10,7.4,800282.512,2.48,10030.8
2014-02-11,6.5,837913.4489999999,23.56,10038.1
2014-02-12,8.5,822246.9560000001,16.91,10096.3
2014-02-13,12.9,794927.974,7.22,10024.45
2014-02-14,13.7,770057.0890000002,4.46,10121.25
2014-02-15,10.3,696975.143,18.68,10121.25
2014-02-16,7.9,651748.435,22.48,10121.25
2014-02-17,7.9,781805.5610000001,34.41,10133.25
2014-02-18,9.0,798659.558,32.93,10051.65
2014-02-19,9.5,785489.244,27.52,10024.3
2014-02-20,9.8,789795.3379999996,11.74,9990.35
2014-02-21,8.8,775456.245,16.24,10059.0
2014-02-22,8.3,696026.3300000001,16.51,10059.0
2014-02-23,9.2,642713.2880000001,3.73,10059.0
2014-02-24,9.4,774933.995,29.99,10114.2
2014-02-25,9.4,794283.0219999999,11.37,10196.8
2014-02-26,8.2,786196.6959999999,21.17,10230.35
2014-02-27,8.8,795177.3339999999,24.06,10146.0
2014-02-28,9.9,773894.1359999998,3.92,10085.15
2014-03-01,9.8,712665.985,2.08,10085.15
2014-03-02,12.1,641418.404,0.28,10085.15
2014-03-03,9.8,764247.0739999998,1.3,9923.35
2014-03-04,9.3,782465.15,2.33,10040.95
2014-03-05,12.1,770119.5190000001,22.79,10169.35
2014-03-06,11.5,760002.0040000002,44.28,10303.2
2014-03-07,11.6,748795.708,39.27,10246.45
2014-03-08,12.4,667022.952,21.57,10246.45
2014-03-09,12.6,612035.3189999999,11.06,10246.45
2014-03-10,11.7,734185.692,30.23,10205.55
2014-03-11,11.4,748784.623,27.89,10191.45
2014-03-12,11.2,748306.7980000001,35.77,10076.6
2014-03-13,10.6,748403.472,37.48,10034.05
2014-03-14,10.6,748490.572,41.37,9823.7
2014-03-15,11.5,666820.66,31.45,9823.7
2014-03-16,13.4,605510.401,20.05,9823.7
2014-03-17,13.9,706893.326,42.46,9901.85
2014-03-18,13.3,720392.997,37.12,10006.05
2014-03-19,13.4,700306.678,36.56,10079.15
2014-03-20,13.5,717372.041,38.21,10028.2
2014-03-21,13.4,721361.7440000002,36.2,10099.95
2014-03-22,11.3,654330.3,20.27,10099.95
2014-03-23,9.1,604403.702,21.08,10099.95
2014-03-24,9.6,732683.3580000001,28.61,9979.35
2014-03-25,10.0,754953.6690000001,11.13,9960.4
2014-03-26,9.0,761473.3729999999,24.0,10087.25
2014-03-27,8.7,745577.372,46.53,10145.75
2014-03-28,9.9,748277.72,38.91,10275.35
2014-03-29,11.1,682437.321,29.61,10275.35
2014-03-30,11.4,600475.6449999999,26.42,10275.35
2014-03-31,13.0,727905.042,34.13,10373.25
2014-04-01,14.1,737347.9570000003,22.18,10423.55
2014-04-02,12.8,744269.7059999999,35.97,10447.5
2014-04-03,11.4,746006.2950000002,24.24,10547.95
2014-04-04,12.3,736254.3439999998,10.89,10638.7
2014-04-05,15.9,652680.7,23.76,10638.7
2014-04-06,16.6,589577.1880000002,20.82,10638.7
2014-04-07,16.5,695245.6530000002,27.46,10619.75
2014-04-08,16.2,708460.0739999998,33.58,10505.35
2014-04-09,16.6,707245.8880000002,30.88,10524.35
2014-04-10,17.6,699405.9030000003,24.95,10431.5
2014-04-11,17.1,702090.7359999999,23.86,10211.6
2014-04-12,15.6,634639.561,17.54,10211.6
2014-04-13,16.4,575829.276,11.61,10211.6
2014-04-14,16.9,672606.8709999998,29.97,10087.8
2014-04-15,17.5,686222.9979999998,35.89,10159.7
2014-04-16,17.4,676455.0710000001,35.62,10223.65
2014-04-17,17.5,599027.4219999999,27.02,10250.55
2014-04-18,17.0,544232.5700000001,23.19,10250.55
2014-04-19,16.1,571007.5380000001,23.35,10250.55
2014-04-20,13.9,545741.7470000001,17.73,10250.55
2014-04-21,13.6,602651.9610000001,30.59,10250.55
2014-04-22,14.4,675742.0249999999,31.49,10364.35
2014-04-23,14.8,681691.5729999999,40.93,10438.7
2014-04-24,13.9,697692.0609999998,27.01,10434.9
2014-04-25,12.8,699581.948,9.39,10361.95
2014-04-26,14.9,637368.45,10.55,10361.95
2014-04-27,14.6,578188.988,16.63,10361.95
2014-04-28,15.9,675926.4049999998,33.3,10319.6
2014-04-29,16.4,698324.8269999998,35.94,10415.55
2014-04-30,17.1,695055.117,38.89,10449.05
2014-05-01,17.2,574575.2250000001,32.17,10449.05
2014-05-02,16.2,620746.391,26.92,10491.15
2014-05-03,15.6,605799.623,30.42,10491.15
2014-05-04,16.1,563664.444,39.34,10491.15
2014-05-05,17.6,678581.394,47.59,10422.6
2014-05-06,18.5,700899.0029999999,46.87,10482.0
2014-05-07,18.8,706480.5,54.72,10433.0
2014-05-08,19.1,707922.0310000001,53.22,10505.2
2014-05-09,19.7,706395.7549999999,53.28,10515.65
2014-05-10,20.0,640171.1740000001,45.13,10515.65
2014-05-11,19.1,587449.9,36.31,10515.65
2014-05-12,17.9,695267.242,44.33,10528.2
2014-05-13,16.5,711132.734,41.85,10567.15
2014-05-14,16.6,711151.1200000001,42.78,10580.35
2014-05-15,17.9,694727.591,44.06,10494.25
2014-05-16,17.5,695090.0390000001,37.83,10388.65
2014-05-17,16.9,624012.76,30.39,10388.65
2014-05-18,17.1,571279.083,38.01,10388.65
2014-05-19,16.4,684319.597,43.37,10416.65
2014-05-20,15.8,704588.0660000001,48.78,10440.3
2014-05-21,15.6,709090.721,38.27,10455.8
2014-05-22,14.9,703358.653,38.28,10516.45
2014-05-23,14.6,700012.3200000001,46.59,10521.25
2014-05-24,14.6,628243.358,50.0,10521.25
2014-05-25,15.0,569622.835,38.03,10521.25
2014-05-26,15.1,682808.6329999999,44.58,10635.9
2014-05-27,16.2,701665.843,54.49,10702.1
2014-05-28,16.4,709293.309,48.78,10714.7
2014-05-29,16.6,704659.272,53.97,10717.65
2014-05-30,17.2,695194.9619999998,47.72,10750.6
2014-05-31,16.6,628458.7859999998,38.52,10750.6
2014-06-01,17.2,570459.9119999999,35.25,10750.6
2014-06-02,18.2,680127.8560000001,49.85,10838.8
2014-06-03,19.2,705315.564,54.19,10808.95
2014-06-04,18.6,710840.59,52.33,10721.15
2014-06-05,19.0,714428.1529999998,50.61,10842.1
2014-06-06,21.4,719598.706,39.1,10986.75
2014-06-07,20.8,651054.546,38.76,10986.75
2014-06-08,20.9,594001.1,39.57,10986.75
2014-06-09,21.2,695755.6620000001,45.87,11122.95
2014-06-10,20.4,730675.8840000002,56.4,11136.6
2014-06-11,22.5,743742.652,57.96,11106.5
2014-06-12,24.1,755973.4260000001,61.96,11091.65
2014-06-13,24.4,763738.6959999998,60.7,11072.15
2014-06-14,23.6,691018.064,42.08,11072.15
2014-06-15,21.8,616603.553,33.34,11072.15
2014-06-16,20.2,719717.7799999998,46.85,11035.45
2014-06-17,20.5,736727.5700000002,57.07,11053.25
2014-06-18,20.9,735254.731,61.32,11091.75
2014-06-19,21.7,717735.19,58.74,11204.1
2014-06-20,22.6,727282.9190000001,60.92,11179.2
2014-06-21,22.0,664238.054,53.35,11179.2
2014-06-22,21.7,605838.269,54.13,11179.2
2014-06-23,21.6,701972.887,66.61,11139.5
2014-06-24,19.4,680244.3219999999,60.46,11125.65
2014-06-25,20.2,714180.0920000001,57.97,10979.85
2014-06-26,21.1,727495.9229999998,62.36,10978.6
2014-06-27,21.7,732733.7029999999,64.23,10992.0
2014-06-28,22.0,671599.382,37.29,10992.0
2014-06-29,20.5,599219.5220000001,34.25,10992.0
2014-06-30,20.7,709384.0720000002,49.71,10923.45
2014-07-01,21.0,738828.38,49.9,10959.85
2014-07-02,20.1,733416.836,53.88,10996.35
2014-07-03,20.4,723903.9380000001,53.22,11029.15
2014-07-04,21.6,723073.4890000001,51.5,11044.4
2014-07-05,22.9,668110.741,45.68,11044.4
2014-07-06,21.2,609012.899,35.5,11044.4
2014-07-07,20.4,709438.2570000001,43.14,10939.85
2014-07-08,21.1,732924.7479999999,45.79,10791.95
2014-07-09,21.0,740894.6070000001,38.56,10725.95
2014-07-10,20.6,736845.9939999998,35.56,10583.6
2014-07-11,21.0,736331.0959999999,44.7,10585.65
2014-07-12,21.7,665522.4100000001,43.72,10585.65
2014-07-13,22.7,607863.605,44.95,10585.65
2014-07-14,24.1,740013.5610000001,55.41,10583.3
2014-07-15,25.0,774549.8310000001,57.04,10504.55
2014-07-16,26.1,788510.034,55.84,10588.4
2014-07-17,26.7,800559.1800000002,52.1,10575.4
2014-07-18,24.9,790138.96,52.07,10476.15
2014-07-19,22.5,688624.9630000001,43.24,10476.15
2014-07-20,21.9,612444.8169999998,38.12,10476.15
2014-07-21,22.3,736483.244,51.87,10489.1
2014-07-22,23.7,762384.029,55.6,10586.3
2014-07-23,24.5,776315.5330000003,57.75,10652.4
2014-07-24,24.8,777999.5469999999,55.26,10739.4
2014-07-25,24.7,752272.1209999999,53.23,10887.0
2014-07-26,24.9,689878.73,49.34,10887.0
2014-07-27,25.3,634345.75,41.06,10887.0
2014-07-28,24.3,753592.234,45.68,10882.75
2014-07-29,22.4,744029.6309999999,43.35,10909.25
2014-07-30,22.9,739438.6789999999,47.75,10952.35
2014-07-31,24.0,737284.8959999997,54.27,10803.6
2014-08-01,23.1,737038.7840000002,48.37,10589.85
2014-08-02,22.2,651413.372,41.95,10589.85
2014-08-03,22.4,597324.006,44.45,10589.85
2014-08-04,23.2,710793.302,53.39,10526.65
2014-08-05,23.9,726353.8520000002,53.48,10424.55
2014-08-06,24.6,736462.4260000002,52.79,10225.9
2014-08-07,25.2,743800.071,55.39,10154.4
2014-08-08,25.3,744185.2840000001,52.42,10064.95
2014-08-09,24.9,675697.669,44.77,10064.95
2014-08-10,24.9,622028.312,43.19,10064.95
2014-08-11,24.2,719703.4770000001,52.47,10197.15
2014-08-12,23.9,729530.778,49.4,10243.0
2014-08-13,22.6,719962.2699999999,44.38,10290.35
2014-08-14,21.8,692043.5759999999,53.42,10274.95
2014-08-15,22.4,616751.139,42.23,10310.7
2014-08-16,21.8,620528.912,42.18,10310.7
2014-08-17,22.8,584367.2410000002,44.11,10310.7
2014-08-18,23.7,694600.4230000001,55.43,10328.15
2014-08-19,23.0,709096.183,55.39,10391.9
2014-08-20,22.3,709018.5880000002,54.07,10383.2
2014-08-21,22.1,707447.6710000001,56.0,10478.0
2014-08-22,21.4,700464.3219999999,51.05,10512.55
2014-08-23,21.7,637480.3790000001,51.05,10512.55
2014-08-24,22.8,596161.607,48.62,10512.55
2014-08-25,24.2,730035.5959999999,51.0,10629.65
2014-08-26,25.1,768276.7710000001,50.52,10752.45
2014-08-27,25.9,782273.2259999999,55.78,10835.6
2014-08-28,24.9,784172.839,60.61,10766.2
2014-08-29,24.1,775992.2030000001,59.92,10699.9
2014-08-30,23.9,691082.776,52.37,10699.9
2014-08-31,24.3,638636.845,50.36,10699.9
2014-09-01,25.1,778790.882,56.86,10739.0
2014-09-02,25.5,803363.0270000001,61.46,10779.5
2014-09-03,24.7,803213.1029999999,64.39,10855.3
2014-09-04,23.9,799256.1799999999,65.51,10991.0
2014-09-05,23.8,788357.848,64.16,11122.1
2014-09-06,23.8,702137.1080000001,61.58,11122.1
2014-09-07,23.4,642464.7369999998,54.63,11122.1
2014-09-08,23.0,745773.0000000001,62.28,11103.0
2014-09-09,23.4,778421.7300000001,63.31,11010.15
2014-09-10,23.5,777482.505,64.56,10879.55
2014-09-11,23.6,751047.1020000001,61.47,10893.7
2014-09-12,23.3,757652.3239999998,64.73,10884.55
2014-09-13,23.1,687134.7390000001,66.68,10884.55
2014-09-14,22.3,625503.13,52.21,10884.55
2014-09-15,21.6,741544.6230000001,64.37,10855.0
2014-09-16,22.1,756979.0590000001,50.01,10787.0
2014-09-17,21.8,755732.7929999998,54.89,10878.65
2014-09-18,21.3,752204.3780000001,55.48,10957.85
2014-09-19,21.0,744218.2019999999,58.77,11096.85
2014-09-20,21.6,661288.9569999999,61.2,11096.85
2014-09-21,21.6,600603.6699999999,57.91,11096.85
2014-09-22,19.6,711972.7659999998,65.42,10978.5
2014-09-23,18.9,714485.6229999999,66.29,10850.05
2014-09-24,18.4,705019.4500000001,61.62,10769.85
2014-09-25,17.9,704637.635,58.85,10840.85
2014-09-26,18.5,697647.703,65.2,10796.1
2014-09-27,19.0,624697.843,55.97,10796.1
2014-09-28,19.2,575457.3219999998,56.04,10796.1
2014-09-29,19.6,690435.2590000001,70.02,10739.1
2014-09-30,19.7,709826.821,69.59,10787.05
2014-10-01,20.4,714064.77,63.16,10811.95
2014-10-02,20.7,717561.4519999999,66.49,10593.7
2014-10-03,20.4,711051.7159999998,71.47,10509.2
2014-10-04,19.5,631367.272,63.03,10509.2
2014-10-05,18.5,576257.192,48.82,10509.2
2014-10-06,18.5,691943.8280000001,54.69,10680.65
2014-10-07,19.4,709369.0869999998,55.35,10516.05
2014-10-08,19.5,715166.4440000001,48.12,10390.45
2014-10-09,19.2,701558.0089999998,59.96,10335.9
2014-10-10,18.3,697842.7599999999,72.74,10196.65
2014-10-11,18.1,622894.809,60.96,10196.65
2014-10-12,17.6,568324.9240000001,37.35,10196.65
2014-10-13,15.9,654652.3079999998,51.03,10158.5
2014-10-14,15.3,690566.6749999999,57.62,10126.65
2014-10-15,16.5,705737.402,42.5,10000.25
2014-10-16,19.6,713003.1800000003,41.28,9656.25
2014-10-17,19.6,707804.807,44.03,9814.25
2014-10-18,20.5,627354.5750000001,43.19,9814.25
2014-10-19,20.8,572647.461,50.6,9814.25
2014-10-20,20.7,688350.2810000001,65.86,9880.85
2014-10-21,20.3,712557.7919999999,67.54,10009.65
2014-10-22,18.3,709666.1439999999,60.74,10158.45
2014-10-23,17.4,698960.9500000001,62.62,10243.0
2014-10-24,18.8,693647.1970000002,64.16,10314.85
2014-10-25,19.0,615969.2930000001,58.56,10314.85
2014-10-26,18.6,586118.5829999999,50.82,10314.85
2014-10-27,17.9,681830.3560000001,68.72,10284.1
2014-10-28,17.9,701313.4730000001,65.25,10336.0
2014-10-29,18.4,704081.2510000002,67.21,10322.95
2014-10-30,18.2,701310.4940000001,62.35,10167.55
2014-10-31,17.7,689902.975,54.11,10419.05
2014-11-01,16.6,592120.779,61.92,10419.05
2014-11-02,15.7,562296.742,51.31,10419.05
2014-11-03,14.6,686661.9590000003,43.58,10421.05
2014-11-04,11.4,707574.61,51.07,10297.85
2014-11-05,10.4,711354.232,58.24,10220.9
2014-11-06,10.9,721662.9449999998,59.56,10319.3
2014-11-07,13.3,717917.6520000001,59.37,10164.5
2014-11-08,12.4,643608.3099999998,50.04,10164.5
2014-11-09,10.7,594079.328,48.75,10164.5
2014-11-10,9.5,713074.4070000001,58.85,10167.3
2014-11-11,11.2,752054.9820000002,45.04,10357.25
2014-11-12,13.2,743684.7589999998,53.34,10239.5
2014-11-13,14.3,744476.1890000002,44.87,10148.25
2014-11-14,13.5,737407.5170000001,47.83,10125.95
2014-11-15,11.9,658288.863,23.39,10125.95
2014-11-16,11.4,612074.3120000002,21.08,10125.95
2014-11-17,10.8,733306.928,54.95,10188.6
2014-11-18,10.2,762040.183,54.2,10381.3
2014-11-19,12.2,755972.839,51.72,10390.35
2014-11-20,14.4,747959.8749999999,44.58,10241.85
2014-11-21,14.8,735381.225,50.09,10375.75
2014-11-22,15.2,651824.608,45.96,10375.75
2014-11-23,15.5,603944.969,38.41,10375.75
2014-11-24,15.2,716054.1610000002,60.62,10621.95
2014-11-25,14.0,737669.252,67.47,10700.85
2014-11-26,12.1,740264.502,60.82,10673.25
2014-11-27,11.5,748019.9709999999,43.81,10687.25
2014-11-28,12.6,743819.7409999999,45.36,10714.35
2014-11-29,11.9,662124.4149999999,43.78,10714.35
2014-11-30,12.8,613854.362,27.38,10714.35
2014-12-01,12.3,724739.7459999999,44.23,10702.9
2014-12-02,10.7,747877.7650000001,47.31,10708.1
2014-12-03,9.0,759550.215,49.58,10829.0
2014-12-04,8.5,765030.7,60.35,10757.65
2014-12-05,8.1,762082.3209999999,57.44,10812.1
2014-12-06,7.2,680680.733,39.9,10812.1
2014-12-07,7.3,645546.3859999998,38.71,10812.1
2014-12-08,8.4,663497.965,43.63,10862.25
2014-12-09,7.8,789891.1720000001,46.91,10584.25
2014-12-10,7.8,805466.6419999999,55.36,10470.25
2014-12-11,8.6,801245.3809999998,59.87,10414.25
2014-12-12,7.9,798581.383,55.77,10267.5
2014-12-13,9.9,718255.6029999999,48.07,10267.5
2014-12-14,9.4,673964.3459999998,50.5,10267.5
2014-12-15,8.7,786582.135,58.36,10084.25
2014-12-16,9.6,797482.2630000002,51.19,9878.05
2014-12-17,9.9,791700.0310000002,52.26,10008.7
2014-12-18,10.2,779850.3080000001,57.27,10279.25
2014-12-19,9.0,764888.0350000001,62.17,10343.4
2014-12-20,8.9,693995.289,53.73,10343.4
2014-12-21,8.9,647729.2710000002,48.07,10343.4
2014-12-22,7.9,744153.119,54.09,10376.45
2014-12-23,7.0,746444.1970000002,54.99,10396.05
2014-12-24,7.0,671027.4249999999,51.01,10466.85
2014-12-25,7.3,573804.5329999999,43.22,10466.85
2014-12-26,8.0,659867.7639999999,49.82,10466.85
2014-12-27,8.0,664621.8,38.43,10466.85
2014-12-28,7.6,637615.0449999998,28.13,10466.85
2014-12-29,4.3,732058.162,41.0,10331.25
2014-12-30,4.1,745075.7009999999,48.33,10317.4
2014-12-31,5.7,695786.437,46.51,10279.65
2015-01-01,6.5,603961.4739999999,46.59,10279.65
2015-01-02,7.0,715038.6790000001,54.52,10336.3
2015-01-03,8.2,698648.5119999999,53.26,10336.3
2015-01-04,9.1,663533.254,46.43,10336.3
2015-01-05,7.8,714784.323,59.86,10184.3
2015-01-06,6.5,640502.59,53.21,9965.95
2015-01-07,6.4,797756.3879999999,64.76,9943.8
2015-01-08,6.4,825171.2740000001,65.52,10056.65
2015-01-09,8.2,814974.3250000002,63.12,9845.05
2015-01-10,8.6,730111.5539999998,56.71,9845.05
2015-01-11,8.4,677864.5759999999,46.71,9845.05
2015-01-12,8.1,798385.956,58.08,9782.1
2015-01-13,9.0,808843.6009999999,56.96,9876.7
2015-01-14,9.0,808917.9540000001,61.12,9896.35
2015-01-15,8.8,805493.97,47.53,9827.65
2015-01-16,7.3,806819.5599999998,52.66,9971.15
2015-01-17,5.5,737370.835,46.6,9971.15
2015-01-18,4.9,705750.634,42.89,9971.15
2015-01-19,5.7,832362.4410000001,52.52,10115.25
2015-01-20,4.5,854993.6570000002,61.13,10259.5
2015-01-21,5.1,858827.193,51.28,10243.65
2015-01-22,6.1,852352.4179999998,50.83,10450.25
2015-01-23,6.3,840300.824,53.63,10612.7
2015-01-24,6.4,755029.505,46.77,10612.7
2015-01-25,7.5,691396.0430000001,40.74,10612.7
2015-01-26,6.9,820201.525,58.06,10583.95
2015-01-27,8.2,828540.004,55.19,10617.6
2015-01-28,8.1,822819.394,57.55,10541.3
2015-01-29,9.4,817268.2999999998,43.3,10416.95
2015-01-30,12.0,800560.3459999998,32.94,10458.85
2015-01-31,8.0,722197.352,17.39,10458.85
2015-02-01,5.8,683673.4349999999,17.88,10458.85
2015-02-02,6.4,828262.1670000002,47.8,10268.7
2015-02-03,6.8,846036.5059999999,43.43,10524.4
2015-02-04,3.7,864074.151,39.3,10592.7
2015-02-05,3.7,861302.6990000004,43.24,10462.2
2015-02-06,2.7,865557.0730000002,46.64,10552.15
2015-02-07,3.1,788806.4619999999,52.96,10552.15
2015-02-08,4.4,722720.3409999999,39.55,10552.15
2015-02-09,5.6,848776.346,52.27,10381.5
2015-02-10,6.4,855151.0570000003,60.2,10450.0
2015-02-11,7.1,844145.3440000003,64.29,10429.65
2015-02-12,8.0,837363.2670000001,65.12,10467.8
2015-02-13,8.5,815588.837,50.73,10700.8
2015-02-14,9.3,731921.2059999999,38.44,10700.8
2015-02-15,10.6,666364.522,29.56,10700.8
2015-02-16,9.3,781256.1479999999,51.06,10736.5
2015-02-17,8.3,808815.0610000001,39.38,10628.35
2015-02-18,7.8,805298.458,46.62,10808.35
2015-02-19,8.1,800595.235,56.3,10822.35
2015-02-20,7.8,800551.0830000001,52.09,10837.9
2015-02-21,8.5,723076.713,33.83,10837.9
2015-02-22,8.8,667165.7550000001,16.87,10837.9
2015-02-23,10.3,785999.8999999999,29.13,10975.25
2015-02-24,8.2,804965.8560000001,26.91,11016.9
2015-02-25,9.4,799906.96,34.23,11042.1
2015-02-26,11.9,785077.0419999999,40.79,11080.15
2015-02-27,10.0,767747.3090000001,39.34,11127.65
2015-02-28,10.1,688925.369,35.02,11127.65
2015-03-01,13.5,632398.6600000003,25.16,11127.65
2015-03-02,14.3,740931.84,44.11,11181.55
2015-03-03,13.2,748029.863,54.22,11107.25
2015-03-04,10.4,759198.9919999999,33.99,11000.35
2015-03-05,8.7,766393.373,27.46,11096.75
2015-03-06,10.1,759165.523,48.24,11114.55
2015-03-07,11.7,672167.1859999999,45.58,11114.55
2015-03-08,11.7,620213.0430000001,37.11,11114.55
2015-03-09,12.1,735652.229,46.71,11020.6
2015-03-10,12.5,746131.4429999999,53.5,10969.8
2015-03-11,13.0,741747.056,48.5,10978.1
2015-03-12,12.8,737807.726,46.2,11030.55
2015-03-13,11.0,742091.977,42.05,11035.6
2015-03-14,8.4,683933.3,40.76,11035.6
2015-03-15,7.4,639038.5190000001,41.55,11035.6
